id,type,text,question_images,answer_images,options,answers
q1,mcq,You are planning the implementation Azure Arc to support the planned changes. You need to configure the environment to support configuration management policies. What should you do?,,,,C
q1,hotspot,"HOTSPOT - You need to meet the technical requirements for Server4. Which cmdlets should you run on Server1 and Server4? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://4sysops.com/wiki/enable-powershell-remoting/",https://www.examtopics.com/assets/media/exam-media/04225/0005500006.png|https://www.examtopics.com/assets/media/exam-media/04225/0005600001.png,,,
q1,hotspot,"HOTSPOT - You need to meet the technical requirements for VM1. Which cmdlet should you run first? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/virtualization/hyper-v-on-windows/user-guide/nested-virtualization",https://www.examtopics.com/assets/media/exam-media/04225/0007800006.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0007900001.jpg,,,
q2,mcq,You need to meet the technical requirements for VM2. What should you do?,,,,D
q1,mcq,You need to implement a name resolution solution that meets the networking requirements. Which two actions should you perform? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,,,,A|B
q2,hotspot,"HOTSPOT - You need to configure network communication between the Seattle and New York offices. The solution must meet the networking requirements. What should you configure? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/azure/virtual-wan/virtual-wan-expressroute-portal",https://www.examtopics.com/assets/media/exam-media/04225/0010400001.png|https://www.examtopics.com/assets/media/exam-media/04225/0010500001.jpg,,,
q3,mcq,You need to configure remote administration to meet the security requirements. What should you use?,,,,D
q4,mcq,You need to implement an availability solution for DHCP that meets the networking requirements. Which two actions should you perform? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,,,,B|E
q1,hotspot,"HOTSPOT - You need to configure Azure File Sync to meet the file sharing requirements. What should you do? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point. Hot Area: Reference: https://docs.microsoft.com/en-us/azure/storage/file-sync/file-sync-planning",https://www.examtopics.com/assets/media/exam-media/04225/0012800001.jpg|https://www.examtopics.com/assets/media/exam-media/04225/0012900001.jpg,,,
q1,mcq,You need to meet the technical requirements for VM3. On which volumes can you enable Data Deduplication?,,,,D
q2,hotspot,"HOTSPOT - For each of the following statements, select Yes if the statement is true. Otherwise. select No. NOTE: Each correct selection is worth one point. Hot Area:",https://www.examtopics.com/assets/media/exam-media/04225/0013500001.png|https://www.examtopics.com/assets/media/exam-media/04225/0013500002.png,,,
